    x1     x2    f(x1, x2)
-10.00 -10.00   0.00000000

-10.00  -9.89   0.00000000

-10.00  -9.78   0.00000000

-10.00  -9.67   0.00000000

-10.00  -9.56   0.00000000

-10.00  -9.45   0.00000000

-10.00  -9.34   0.00000000

-10.00  -9.23   0.00000000

-10.00  -9.12   0.00000000

-10.00  -9.01   0.00000000

-10.00  -8.90   0.00000000

-10.00  -8.78   0.00000000

-10.00  -8.67   0.00000000

-10.00  -8.56   0.00000000

-10.00  -8.45   0.00000000

-10.00  -8.34   0.00000000

-10.00  -8.23   0.00000000

-10.00  -8.12   0.00000000

-10.00  -8.01   0.00000000

-10.00  -7.90   0.00000000

-10.00  -7.79   0.00000000

-10.00  -7.68   0.00000000

-10.00  -7.57   0.00000000

-10.00  -7.46   0.00000000

-10.00  -7.35   0.00000000

-10.00  -7.24   0.00000000

-10.00  -7.13   0.00000000

-10.00  -7.02   0.00000000

-10.00  -6.91   0.00000000

-10.00  -6.80   0.00000000

-10.00  -6.69   0.00000000

-10.00  -6.57   0.00000000

-10.00  -6.46   0.00000000

-10.00  -6.35   0.00000000

-10.00  -6.24   0.00000000

-10.00  -6.13   0.00000000

-10.00  -6.02   0.00000000

-10.00  -5.91   0.00000000

-10.00  -5.80   0.00000000

-10.00  -5.69   0.00000000

-10.00  -5.58   0.00000000

-10.00  -5.47   0.00000000

-10.00  -5.36   0.00000000

-10.00  -5.25   0.00000000

-10.00  -5.14   0.00000000

-10.00  -5.03   0.00000000

-10.00  -4.92   0.00000000

-10.00  -4.81   0.00000000

-10.00  -4.70   0.00000000

-10.00  -4.59   0.00000000

-10.00  -4.48   0.00000000

-10.00  -4.36   0.00000000

-10.00  -4.25   0.00000000

-10.00  -4.14   0.00000000

-10.00  -4.03   0.00000000

-10.00  -3.92   0.00000000

-10.00  -3.81   0.00000000

-10.00  -3.70   0.00000000

-10.00  -3.59   0.00000000

-10.00  -3.48   0.00000000

-10.00  -3.37   0.00000000

-10.00  -3.26   0.00000000

-10.00  -3.15   0.00000000

-10.00  -3.04   0.00000000

-10.00  -2.93   0.00000000

-10.00  -2.82   0.00000000

-10.00  -2.71   0.00000000

-10.00  -2.60   0.00000000

-10.00  -2.49   0.00000000

-10.00  -2.38   0.00000000

-10.00  -2.27   0.00000000

-10.00  -2.15   0.00000000

-10.00  -2.04   0.00000000

-10.00  -1.93   0.00000000

-10.00  -1.82   0.00000000

-10.00  -1.71   0.00000000

-10.00  -1.60   0.00000000

-10.00  -1.49   0.00000000

-10.00  -1.38   0.00000000

-10.00  -1.27   0.00000000

-10.00  -1.16   0.00000000

-10.00  -1.05   0.00000000

-10.00  -0.94   0.00000000

-10.00  -0.83   0.00000000

-10.00  -0.72   0.00000000

